id	Domain	ChapterLevel	uniqTrait	no_rep_phenos	no_rep_disease	no_rep_disease_disorder	indep_phenos	indep_disease	indep_disease_disorder
1176	Psychiatric	Mental Functions	Excessive daytime sleepness	0	0	0	0	0	0
1177	Psychiatric	Mental Functions	Excessive daytime sleepness	0	0	0	0	0	0
1178	Neurological	Diseases of the Nervous System	Insomnia	0	0	0	0	0	0
1179	Neurological	Diseases of the Nervous System	Insomnia	0	0	0	0	0	0
1180	Neurological	Diseases of the Nervous System	Insomnia	0	0	0	0	0	0
1181	Psychiatric	Mental Functions	Sleep duration	0	0	0	0	0	0
1182	Psychiatric	Mental Functions	Sleep duration	0	0	0	0	0	0
1183	Psychiatric	Mental Functions	Sleep duration	0	0	0	0	0	0
1184	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	High-density lipoprotein cholesterol	0	0	0	0	0	0
1185	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Low-density lipoprotein cholesterol	0	0	0	0	0	0
1186	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Triglycerides	0	0	0	0	0	0
1187	Neurological	Diseases of the Nervous System	Parkinson Disease	0	0	0	0	0	0
1188	Cardiovascular	Congenital Malformations, Deformations and Chromosomal Abnormalities	Tetralogy of Fallot	1	0	0	0	0	0
1189	Cardiovascular	Structures of the Cardiovascular, Immunological and Respiratory Systems	Aortic-valve calcification	1	0	0	0	0	0
1190	Cardiovascular	Structures of the Cardiovascular, Immunological and Respiratory Systems	Mitral annular calcification	1	0	0	0	0	0
1191	Psychiatric	Mental and Behavioural Disorders	PGC cross disorder	1	0	1	0	0	0
1192	Ophthalmological	Sensory Functions and Pain	Refractive error	1	0	0	0	0	0
1193	Gastrointestinal	Diseases of the Digestive System	Crohn's Disease	0	0	0	0	0	0
1194	Gastrointestinal	Diseases of the Digestive System	Ulcerative colitis	1	1	1	0	0	0
1197	Psychiatric	Mental and Behavioural Disorders	Cerebrospinal fluid levels of amyloid-beta 1-42	1	1	1	0	0	0
1198	Psychiatric	Mental and Behavioural Disorders	Phosphorylated Tau at position 181	1	1	1	0	0	0
1203	Connective Tissue	Diseases of the Musculoskeletal System and Connective Tissue	Rheumatoid Arthritis	1	1	1	1	1	1
1206	Mortality	Mortality	Longevity	1	0	0	0	0	0
1207	Mortality	Mortality	Longevity	0	0	0	0	0	0
1208	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	FEV1	1	0	0	0	0	0
1209	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	FVC	0	0	0	0	0	0
1210	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	FEV1/FCV	1	0	0	0	0	0
1212	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Type 2 Diabetes	0	0	0	0	0	0
1213	Psychiatric	Mental and Behavioural Disorders	Alcohol intake	0	0	0	0	0	0
1214	Psychiatric	Mental and Behavioural Disorders	Alcohol intake	0	0	0	0	0	0
1215	Psychiatric	Mental and Behavioural Disorders	Alcohol intake	0	0	0	0	0	0
1216	Psychiatric	Mental and Behavioural Disorders	Alcohol intake	0	0	0	0	0	0
1217	Psychiatric	Mental and Behavioural Disorders	Alcohol intake	0	0	0	0	0	0
1218	Psychiatric	Mental and Behavioural Disorders	Alcohol intake	0	0	0	0	0	0
1219	Neurological	Structures of the Nervous System	Accumbens volume	1	0	0	0	0	0
1220	Neurological	Structures of the Nervous System	Amygdala volume	1	0	0	0	0	0
1221	Neurological	Structures of the Nervous System	Caudate volume	1	0	0	0	0	0
1222	Neurological	Structures of the Nervous System	Hippocampal volume	1	0	0	0	0	0
1223	Neurological	Structures of the Nervous System	Pallidum volume	1	0	0	0	0	0
1224	Neurological	Structures of the Nervous System	Putamen volume	1	0	0	0	0	0
1225	Neurological	Structures of the Nervous System	Thalamus volume	1	0	0	0	0	0
1226	Neurological	Structures of the Nervous System	Intracranial Volume	1	0	0	0	0	0
1227	Mortality	Mortality	Life span	1	0	0	1	0	0
1228	Neurological	Diseases of the Nervous System	Parkinson Disease	0	0	0	0	0	0
1229	Neurological	Diseases of the Nervous System	Parkinson Disease	0	0	0	0	0	0
1230	Psychiatric	Mental Functions	Bedtime	0	0	0	0	0	0
1231	Psychiatric	Mental Functions	Bedtime	1	0	0	0	0	0
1232	Psychiatric	Mental Functions	Bedtime	0	0	0	0	0	0
1233	Psychiatric	Mental Functions	Bedtime	0	0	0	0	0	0
1234	Psychiatric	Mental Functions	Sleep duration	0	0	0	0	0	0
1235	Psychiatric	Mental Functions	Sleep duration	0	0	0	0	0	0
1236	Psychiatric	Mental Functions	Sleep duration	0	0	0	0	0	0
1237	Psychiatric	Mental Functions	Sleep duration	0	0	0	0	0	0
1238	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Rate of decline FEF25-75	1	0	0	0	0	0
1239	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Rate of decline FEF25-75	0	0	0	0	0	0
1240	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Rate of decline of FEV1	1	0	0	0	0	0
1241	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Rate of decline of FEV1	0	0	0	0	0	0
1242	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	FEV1	0	0	0	0	0	0
1243	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	FEV1	0	0	0	0	0	0
1244	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	FVC	0	0	0	0	0	0
1245	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	FVC	0	0	0	0	0	0
1246	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	FEV1/FVC	1	0	0	0	0	0
1247	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	FEV1/FVC	0	0	0	0	0	0
1248	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Percent predicted FEF25-75	1	0	0	0	0	0
1249	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Percent predicted FEF25-76	1	0	0	0	0	0
1250	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Percent predicted FEF25-77	1	0	0	0	0	0
1251	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Percent predicted FEF25-78	1	0	0	0	0	0
1252	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Percent predicted FEV1	1	0	0	0	0	0
1253	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Percent predicted FEV2	1	0	0	0	0	0
1254	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Percent predicted FVC	1	0	0	0	0	0
1255	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Percent predicted FVC	0	0	0	0	0	0
1256	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Percent predicted FEV1/FVC	1	0	0	0	0	0
1257	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Percent predicted FEV1/FVC	0	0	0	0	0	0
1258	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Residual from predicted FEF25-75	1	0	0	0	0	0
1259	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Residual from predicted FEF25-76	1	0	0	0	0	0
1260	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Residual from predicted FEF25-75/FVC	1	0	0	0	0	0
1261	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Residual from predicted FEF25-75/FVC	0	0	0	0	0	0
1262	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Residual from predicted FEV1	1	0	0	0	0	0
1263	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Residual from predicted FEV2	1	0	0	0	0	0
1264	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Residual from predicted FVC	1	0	0	0	0	0
1265	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Residual from predicted FVC	0	0	0	0	0	0
1266	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Residual from predicted FEV1/FVC	1	0	0	0	0	0
1267	Respiratory	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Residual from predicted FEV1/FVC	0	0	0	0	0	0
1268	Psychiatric	Mental Functions	Sleepiness	0	0	0	0	0	0
1269	Psychiatric	Mental Functions	Sleepiness	0	0	0	0	0	0
1270	Psychiatric	Mental Functions	Sleepiness	0	0	0	0	0	0
1271	Psychiatric	Mental Functions	Sleepiness	1	0	0	0	0	0
1272	Psychiatric	Mental Functions	Sleepiness	0	0	0	0	0	0
1273	Psychiatric	Mental Functions	Sleepiness	0	0	0	0	0	0
1274	Psychiatric	Mental Functions	Sleepiness	0	0	0	0	0	0
1275	Psychiatric	Mental Functions	Sleepiness	0	0	0	0	0	0
1276	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Sabuctaneous fat	0	0	0	0	0	0
1277	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Sabuctaneous fat	1	0	0	0	0	0
1278	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Sabuctaneous fat	0	0	0	0	0	0
1279	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Sabuctaneous fat	0	0	0	0	0	0
1280	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Sagittal diameter	0	0	0	0	0	0
1281	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Sagittal diameter	1	0	0	0	0	0
1282	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Sagittal diameter	0	0	0	0	0	0
1283	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Sagittal diameter	0	0	0	0	0	0
1284	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Visceral fat	0	0	0	0	0	0
1285	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Visceral fat	1	0	0	0	0	0
1286	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Visceral fat	0	0	0	0	0	0
1287	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Visceral fat	0	0	0	0	0	0
1288	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Waist circumference	0	0	0	0	0	0
1289	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Waist circumference	0	0	0	0	0	0
1290	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Waist circumference	0	0	0	0	0	0
1291	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Waist circumference	0	0	0	0	0	0
1292	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Diabetes incidence	1	1	1	0	0	0
1293	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Diabetes incidence	0	0	0	0	0	0
1294	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Diabetes incidence	0	0	0	0	0	0
1295	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Diabetes incidence	0	0	0	0	0	0
1296	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Adiponectin	0	0	0	0	0	0
1297	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Adiponectin	0	0	0	0	0	0
1298	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting plasma glucose	0	0	0	0	0	0
1299	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting plasma glucose	0	0	0	0	0	0
1300	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting plasma glucose	0	0	0	0	0	0
1301	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting plasma glucose	0	0	0	0	0	0
1302	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting insulin	0	0	0	0	0	0
1303	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting insulin	0	0	0	0	0	0
1304	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting insulin	0	0	0	0	0	0
1305	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting insulin	0	0	0	0	0	0
1306	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Insulin sensitivity	0	0	0	0	0	0
1307	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Insulin sensitivity	1	0	0	0	0	0
1308	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting HbA1c	0	0	0	0	0	0
1309	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting HbA1c	0	0	0	0	0	0
1310	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting HbA1c	0	0	0	0	0	0
1311	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting HbA1c	0	0	0	0	0	0
1312	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	HOMA-IR	0	0	0	0	0	0
1313	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	HOMA-IR	1	0	0	0	0	0
1314	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	HOMA-IR	0	0	0	0	0	0
1315	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	HOMA-IR	0	0	0	0	0	0
1316	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting plasma glucose	0	0	0	0	0	0
1317	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting plasma glucose	1	0	0	0	0	0
1318	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Resistin	1	0	0	0	0	0
1319	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Resistin	0	0	0	0	0	0
1320	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Adiponectin	0	0	0	0	0	0
1321	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Adiponectin	0	0	0	0	0	0
1322	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting plasma glucose	0	0	0	0	0	0
1323	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting plasma glucose	0	0	0	0	0	0
1324	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting plasma glucose	0	0	0	0	0	0
1325	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting plasma glucose	0	0	0	0	0	0
1326	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting insulin	0	0	0	0	0	0
1327	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting insulin	0	0	0	0	0	0
1328	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting insulin	0	0	0	0	0	0
1329	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting insulin	0	0	0	0	0	0
1330	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Insulin sensitivity	0	0	0	0	0	0
1331	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Insulin sensitivity	0	0	0	0	0	0
1332	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting HbA1c	0	0	0	0	0	0
1333	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting HbA1c	1	0	0	0	0	0
1334	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting HbA1c	0	0	0	0	0	0
1335	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting HbA1c	0	0	0	0	0	0
1336	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	HOMA-IR	0	0	0	0	0	0
1337	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	HOMA-IR	0	0	0	0	0	0
1338	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	HOMA-IR	0	0	0	0	0	0
1339	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	HOMA-IR	0	0	0	0	0	0
1340	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting plasma glucose	0	0	0	0	0	0
1341	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Fasting plasma glucose	0	0	0	0	0	0
1342	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Resistin	0	0	0	0	0	0
1343	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Resistin	0	0	0	0	0	0
1344	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Plasma Apolipoprotein A-I level	1	0	0	0	0	0
1345	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Plasma Apolipoprotein A-I level	0	0	0	0	0	0
1346	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Plasma Apolipoprotein A-I level	0	0	0	0	0	0
1347	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Plasma Apolipoprotein A-I level	0	0	0	0	0	0
1348	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Plasma Apolipoprotein B level	1	0	0	0	0	0
1349	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Plasma Apolipoprotein B level	0	0	0	0	0	0
1350	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Plasma Apolipoprotein B level	0	0	0	0	0	0
1351	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Plasma Apolipoprotein B level	0	0	0	0	0	0
1352	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Plasma Apolipoprotein C3 level	0	0	0	0	0	0
1353	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Plasma Apolipoprotein C3 level	0	0	0	0	0	0
1354	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Plasma Apolipoprotein C3 level	0	0	0	0	0	0
1355	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Plasma Apolipoprotein C3 level	1	0	0	0	0	0
